Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Alcohol/Vol,Made In,By,Sugar Content,Varietal,Release Date,Lat,Lon,Savings
 Las Mulas Cabernet Sauvignon Reserva Organic,17,15,4.2,-15,  750 ml bottle ,"Deep ruby in colour; upfront aromas of cassis, coffee and cedar with notes of mint and spice; dry, with medium body, balanced acidity and fine-textured, supple tannins; flavours of cassis and coffee, supported by cedar, and savoury notes of spice and mint; fruit flavours linger on a lengthy finish.",Red Wine,13.50%," Central Valley,   Chile ",Las Mulas,4,Cabernet Sauvignon,,-36,-72,2
 Tommasi Amarone della Valpolicella Classico,49.95,44.95,4.2,-6,  750 ml bottle ,"Amarone is a great crowd favourite and ideal for holiday dinners. This one comes from the historic Tommasi family, who are masters of this celebrated style. The wine features dried flowers, prune, licorice, chocolare and herbs, with polished tannins. Pair with braised meats, pasta or dark chocolate.",Red Wine,15%," Veneto,   Italy ",Tommasi,7,Corvina Blend,"  April†1,†2021  ",45.6476663,11.8665254,5
 Heartland Stickleback Red 2021,19.95,17.95,5,-2,  750 ml bottle ,"From legendary winemaker Ben Glaetzer (the man behind the iconic Amon-Ra Shiraz), this is Heartland's entry-level red. It's a classic Aussie blend of Cabernet and Shiraz that gets a touch of additional brightness and lift from a splash of Dolcetto of Piedmont fame. It's floral, with ripe dark fruit, spice and savoury notes. A fun, easy-to-enjoy wine that's ideal for barbecue.",Red Wine,14.50%," South Australia,   Australia ",Heartland,2,Cabernet Sauvignon Blend,"  April†29,†2023  ",-30.5343665,135.6301212,2
 Les Jamelles Sauvignon Blanc Pays d'Oc,17.95,15.95,3.8,-4,  750 ml bottle ,"Morning harvest preserves the fresh fruit character of the grapes, and a short period of skin contact prior to pressing enhances aroma and flavour. Forward aromas of citrus, with smoky, nutty, and lightly yeasty notes. Extra dry, with medium body and lively acidity, it has the typical freshness of a fine sauvignon blanc.",White Wine,12%,  France ,Les Jamelles,2,Sauvignon Blanc,,46.603354,1.8883335,2
 Remy Pannier Rose D'Anjou AOC,18.3,17.3,4.8,-8,  750 ml bottle ,"Made from cabernet franc grapes in France's Loire Valley, Remy Pannier is a perennial favourite. It has an appealing pale salmon colour, and aromas of floral and berry fruit with a hint of citrus and spice. The medium body, ripe berry flavours and delicate sweetness pairs with charcuterie, salads, cold pasta or seafood.",Rose Wine,10%," Loire,   France ",Remy Pannier Rose D'Anjou*,21,Cabernet Franc,,47.6150993,-0.9784603,1
 Whitecliff Rose,15,13,4.5,-2,  750 ml bottle ,A wonderful dry ros√© that's made in a crowd-pleasing style. It shows enticing aromas and flavours of ripe strawberries and summer fruits with perfumed notes. The palate is soft with a silky texture leading to a light refreshing finish. Serve lightly chilled on its own or with picnic and bbq fare.,Rose Wine,13%," Hawke's Bay,   New Zealand ",Whitecliff,5,Rose Wines,,-39.52565115,176.7611457,2
 Luigi Bosca Malbec,19.95,17.95,4.3,-6,  750 ml bottle ,"Mendoza is one of the most important wine regions in Argentina and the place to be for New World Malbec. This example offers ripe  black plum and fig tones with cinnammon, floral and earthy notes. Silky and juicy. Pair with steak.",Red Wine,14.50%," Mendoza,   Argentina ",Luigi Bosca,3,Malbec,"  April†1,†2021  ",-32.8894155,-68.8446177,2
 Folonari Pinot Grigio Delle Venezie DOC,29,26,4.5,-8,  1500 ml bottle ,"Made in stainless steel tanks to preserve and accentuate its fresh character. Pale lemon colour, with inviting aromas of bread dough, nuts, citrus and light floral notes. Juicy on the palate with fresh fruit flavours matched by balanced acidity and hints of minerality that lead to a clean finish.",White Wine,12%," Veneto,   Italy ",Folonari,5,Pinot Grigio,,45.6476663,11.8665254,3
 Peninsula Ridge Inox Chardonnay VQA,16.95,14.95,5,-1,  750 ml bottle ,"'INOX' is a French term for stainless steel, and this unoaked VQA wine celebrates the character of chardonnay without the overlay of oaky notes. Pale to medium yellow straw in colour, with delicate floral, red currant, citrus and aromas. Extra-dry, with well-balanced acid structure, and refreshing citrus flavours.",White Wine,12.50%," Ontario,   Canada ",Peninsula Ridge Wines,2,Chardonnay,,50.000678,-86.000977,2
 Good Natured Crisp Chardonnay VQA,13.95,11.95,4.8,-4,  750 ml bottle ,"This unoaked chardonnay a lively one. Expect inviting notes of crisp green apple, lemon, and pear. A medium-bodied and fruity palate leads you to a long-lasting, balanced finish. Pair with pan-fried white fish alongside fluffy rice and seasonable vegetables or serve as an aperitif.",White Wine,13%," Ontario,   Canada ",Good Natured,8,Chardonnay,,50.000678,-86.000977,2
 Trius Brut VQA,29.95,26.95,4.6,-5,  750 ml bottle ,"Pale yellow gold colour; floral, brioche, citrus and green apple fruit aromas and some light toasty notes; dry, light-medium bodied, crisp balanced acidity, with tart apple, honey, lemon/citrus flavours and a long refreshing finish.",White Sparkling Wine,12.50%," Ontario,   Canada ",Trius,7,Sparkling,,50.000678,-86.000977,3
 Cha¢teau des Charmes Cabernet Sauvignon VQA,16.95,15.95,2.6,-7,  750 ml bottle ,"Clear, deep purple colour; aromas of chocolate, floral note, plum and smoke; extra dry and medium bodied with a fruit core of chocolate, black plum and other dark fruit; hint of smoke on the medium length finish, drink now or hold 2-3 years.",Red Wine,13.50%," Ontario,   Canada ",Cha¢teau des Charmes,2,Cabernet Sauvignon,,50.000678,-86.000977,1
 Bodacious Cabernet Sauvignon,11.95,10.95,5,-1,  750 ml bottle ,"Bright ruby red in the glass; aromas of sweet red plum and berry fruit and floral, candy and vanilla notes; dry and medium bodied with lively flavours of plum, strawberry, cranberry, and vanilla on the palate with a soft finish.",Red Wine,13%,  Canada ,Bodacious,18,Cabernet Sauvignon,,61.0666922,-107.991707,1
 Jaffelin Bourgogne Aligote AOC,22,19.5,4,-1,  750 ml bottle ,"Pale straw colour; lifted aromas of nuts, cantaloupe, vanilla and anjou pear; extra dry, medium bodied, with clean melon/pear flavours and balanced acidity on finish.",White Wine,12%," Burgundy,   France ",Jaffelin,2,Burgundy,,47.324179,5.043466,2.5
 Champagne Victoire Brut Prestige,45,41,4,-2,  750 ml bottle ,"Straw colour with fine bubbles; brioche, floral and nutty aromas with a citric note; extra dry, toasty, nutty and dried lemon fruit flavours with lively acidity to finish.",White Champagne,12%," Champagne,   France ",Victoire,11,Champagne,,45.831944,-0.906667,4
 Rivera Il Falcone Riserva Castel del Monte,26.95,23.95,4.4,-5,  750 ml bottle ,"Crafted to offer an aromatic, fresh experience, with expressive floral lift, chocolate, dried fig, smoke and spice alongside herbs, mineral and earth undertones in a firm, balanced frame. A wine for braised or grilled fare.",Red Wine,13.50%," Puglia,   Italy ",Vintages Essentials,2,Nero di Troia,"  April†1,†2021  ",45.0731467,9.6455027,3
 Colio Extra Dry White,17.95,16.95,5,-3,  1500 ml bottle ,"Pale yellow colour; pungent, orange blossom aromas with herbs and honey notes that carry onto the palate; fresh, dry finish",White Wine,12%,  Canada ,Colio,3,Blend,,61.0666922,-107.991707,1
 Mezzacorona Pinot Grigio,29,26,4.3,-4,  1500 ml bottle ,"Pale straw colour; fresh, berry, cantaloupe and fruity pear nose with a touch of spice; medium body, clean and fresh with berry and melon flavours and pear and spice on the finish.",White Wine,12.50%," Trentino,   Italy ",Mezzacorona,8,Pinot Grigio,,46.131509,10.880622,3
 Inniskillin Riesling Pinot Grigio VQA,15.95,13.95,N/A,0,  750 ml bottle ,"Pale straw colour; waxy, delicate floral, pear, melon, peach and herbal aromas; dry, medium bodied with pear and melon fruit and herbal flavours; fresh, clean finish.",White Wine,11%," Ontario,   Canada ",Inniskillin,18,Blend,,50.000678,-86.000977,2
 Jackson-Triggs Sauvignon Blanc,12.95,11.95,4.2,-9,  750 ml bottle ,"Pale straw colour with a lively nose of lemon and green apple with a hint of herbs; fruit character is replayed on the palate; crisp and dry, with medium body.",White Wine,12.50%,  Canada ,Jackson-Triggs,6,Sauvignon Blanc,,61.0666922,-107.991707,1
 Bodacious Smooth Red,21.95,19.95,3.9,-24,  1500 ml bottle ,"Medium ruby in colour; aromas of sweet plum, nutella, blood orange, and candied berries; medium-sweet with the same flavours as on the nose.",Red Wine,12.50%,  Canada ,Bodacious,25,Shiraz/Cabernet Sauvignon,,61.0666922,-107.991707,2
 Wakefield Jaraman Cabernet Sauvignon 2020,24.95,22.95,N/A,0,  750 ml bottle ,"The 2020 Jaraman was sourced from Clare Valley (52%) and Coonawarra (48%). The two areas experienced vastly different growing seasons, but each saw excellent conditions through the latter stages and the harvest, yielding fruit of very high quality. The wine has complex dark fruit, currant and chocolate tones with lifted mint and eucalyptus notes. [The Melbourne International Wine Competition did not include a tasting note.] Score - Gold. (Melbourne International Wine Competition, 2022)",Red Wine,14.50%," South Australia,   Australia ",Wakefield,3,Cabernet Sauvignon,"  March†4,†2023  ",-30.5343665,135.6301212,2
 Peninsula Ridge Merlot VQA,16.95,14.95,3.5,-4,  750 ml bottle ,"Medium ruby in colour with aromas of red fruit, herbs, berry, spice and watermelon. Medium-bodied, quite ripe and silky, it ends with toasted spices and harmonious tannins.",Red Wine,13.10%," Ontario,   Canada ",Peninsula Ridge Wines,5,Merlot,,50.000678,-86.000977,2
 Girls' Night Out Peach Raspberry Rumba,15.95,14.95,5,-3,  1500 ml bottle ,"Brilliant pale pink; notes of melon, raspberry and ripe peach on the nose; on the palate it is medium-sweet and medium bodied, with low to medium acidity; flavours of candied raspberry and sweet, ripe pears and peaches.","Flavoured Wine	",6.50%,  Canada ,Girls' Night Out,62,,,61.0666922,-107.991707,1
 Desire Lush & Zin Primitivo 2021,23.95,21.95,5,-1,  750 ml bottle ,"Crafted with modern flair, this Primitivo (a.k.a. Zinfandel) reveals intense aromas and flavours of plums, red berries, vanilla, coffee and cocoa, all wrapped in plush tannins. Sip with stuffed eggplant or hearty stews.",Red Wine,13.50%," Puglia,   Italy ",,17,Primitivo,"  February†4,†2023  ",45.0731467,9.6455027,2
 Megalomaniac Much Obliged Red VQA,15.95,14.95,3,-2,  750 ml bottle ,"Honouring our brave healthcare workers, a portion of the proceeds of each bottle sold will be donated by Megalomaniac to Food Banks Canada. This blend of 100% Ontario grapes displays flavours of red berries and dark fruits with nuances of spiciness and dried flowers. Superb with roast lamb or a selection of local cheeses.",Red Wine,13%,  Canada ,Megalomaniac,12,Blend,,61.0666922,-107.991707,1
 Wayne Gretzky Rose VQA,17.95,15.95,5,-1,  750 ml bottle ,"Wayne Gretzky Estate Winery and Distillery expanded into a state-of-the-art facility in the heart of Niagara-On -the-Lake wine country in 2017. This delicate ros√© has aromas of peach, citrus and strawberry that move to flavours of red berries, plum and cherry with a slightly off-dry finish. Pair with vegetable quiche.",Rose Wine,12%," Ontario,   Canada ",Wayne Gretzky,5,Rose,,50.000678,-86.000977,2
 Henry of Pelham Baco Noir Old Vines VQA,19.95,17.95,4.4,-10,  750 ml bottle ,"Opaque ruby; upfront aromas of black plum, coffee, smoke and spicy oak. Medium-plus bodied, the palate is extra dry with medium acidity and tannins; complex and layered with plum, coffee, spice and cedar smoke followed by a medium length finish.",Red Wine,14%," Ontario,   Canada ",Henry of Pelham,15,Baco Noir,,50.000678,-86.000977,2
 Zenato Valpolicella Superiore 2019,22.95,19.95,5,-1,  750 ml bottle ,"Vibrant nose with spiced cherries, plums, dried herbs, cloves and some bark. It's medium-bodied with fine-grained tannins and juicy cherries. Fruity and caressing mouth-feel, before a medium finish. Drink now. Score - 90. (jamessuckling.com, Sept. 6, 2022)",Red Wine,13.50%," Veneto,   Italy ",Zenato,7,Corvina Blend,"  February†18,†2023  ",45.6476663,11.8665254,3
 Jackson-Triggs Sauvignon Blanc,49.95,46.95,4.2,-9,  4000 ml bagnbox ,"Pale straw colour with a lively nose of lemon and green apple with a hint of herbs; fruit character is replayed on the palate; crisp and dry, with medium body.",White Wine,12.50%,  Canada ,Jackson-Triggs,6,Sauvignon Blanc,,61.0666922,-107.991707,3
 Keep Calm & Laugh Pinot Grigio,11.95,10.95,3.7,-3,  750 ml bottle ,"This vibrant pinot grigio keeps things light and bright with notes of lemongrass, white peach, lime zest and green apple. A lovely floral note plays well with citrus. It's light-bodied and crisp with a palate-cleansing finish. Serve with grilled shrimp, pineapple kebabs, or Caesar salad topped with grilled chicken.",White Wine,12%,  Canada ,Mondia Alliance Wines,2,Pinot Grigio,,61.0666922,-107.991707,1
 Jackson-Triggs Cabernet Sauvignon,20.95,18.95,4.2,-12,  1500 ml bottle ,Light to medium ruby garnet colour; dry and medium bodied with lively crisp cassis berry character and very light tannins.,Red Wine,12.50%,  Canada ,Jackson-Triggs,8,Cabernet Sauvignon,,61.0666922,-107.991707,2
 Saintly The Good Rose VQA,19.95,17.95,4,-5,  750 ml bottle ,"Blessed with the goodness of grapes from the Niagara Peninsula, Arterra Wines offers up this angelic ros√© with a medium-bodied and dry style. Its aromas and flavours of strawberry, citrus, bergamot and rhubarb nestle on a rounded palate, leading to a crisp, long finish. Enjoy with a hummus plate or raspberry almond tart.",Rose Wine,12.50%," Ontario,   Canada ",Saintly,4,Rose,,50.000678,-86.000977,2
 Jacob's Creek Shiraz Cabernet Sauvignon,26,24,4.3,-4,  1500 ml bottle ,"Legendary in South Eastern Australia, Jacob's Creek presents a modern expression of the classic Aussie blend of shiraz and cabernet sauvignon red wine. Expect aromas of dark cherry and plum with mocha spice. The palate offers blackberry, plum with pepper and subtle oak. Enjoy with steak, pizza or tomato-based pasta dishes.",Red Wine,13.50%,  Australia ,Jacob's Creek,6,Shiraz/Cabernet Sauvignon,,-24.7761086,134.755,2
 XOXO Pinot Grigio Sangria,11.95,9.95,4.6,-9,  750 ml bottle ,"This is a fresh and lively alternative to classic red sangria brimming with lifted mango, pineapple and citrus fruit all floating on a fine fizz. A great addition to any occasion! Serve with salty snacks or fruit cocktails.","Flavoured Wine	",11%,  Canada ,XOXO,60,Named Varietal Blends-White,,61.0666922,-107.991707,2
 Castillo de Almansa Reserva,26.05,24.55,4.7,-14,  1500 ml bottle ,"Deep ruby colour; aromas of smoky oak and prune reduction with notes of juniper, chocolate and nuts; dry, medium-bodied, with soft balanced acidity, fine tannins and a soft plummy fruit finish.",Red Wine,14%," Almansa,   Spain ",Castillo De Almansa,3,Red Blend,,38.8682065,-1.0978627,1.5
 Yellow Tail Pinot Grigio,14.95,12.95,5,-1,  750 ml bottle ,"Pale straw colour; aromas of nuts, floral note, spice, mushrooms and herbs; dry, medium bodied, with mellow acidity, and delicate flavours of herbs and nuts.",White Wine,11.50%,  Australia ,Yellow Tail,11,Pinot Grigio,,-24.7761086,134.755,2
 Pelee Island Pelee Pink VQA,12.95,11.95,5,-1,  750 ml bottle ,"The versatility of chambourcin shines in this appealing rose. The vibrant strawberry colour is followed by lifted aromas of cherry jam, red currant and lemon peel. On the palate, the juicy berry flavours hint at sweetness on otherwise dry frame, while notes of red currant add tartness and balance to the concentrated finish.",Rose Wine,12.50%," Ontario,   Canada ",Pelee Island,16,Rose,,50.000678,-86.000977,1
 Peller Family Vineyards Dry White,42.95,40.95,N/A,0,  4000 ml bagnbox ,"Pale yellow straw; grapefruit, yellow melon and floral aromas; extra dry with soft round fruit flavours and light tropical fruit notes; easy drinking wine.",White Wine,12%,  Canada ,Peller Family Vineyards,12,Blend,,61.0666922,-107.991707,2
 Martini Dolce 0.0 - De-Alcoholized,13.95,12.95,N/A,0,  750 ml bottle ,N/A,White Sparkling Wine,0.01%,  Italy ,,101,Sparkling White,,42.6384261,12.674297,1
 Sandbanks Summer White VQA,14.95,12.95,5,-3,  750 ml bottle ,"Pale lemon; defined lifted aromas of citrus, lychee, spicy and herbal notes; medium sweet, medium bodied, balanced acidity and rich flavours of citrus and stone fruit that follow through from the nose.",White Wine,11.50%," Ontario,   Canada ",Sandbanks,26,Blend,,50.000678,-86.000977,2
 Peller Family Vineyards Chardonnay,46.95,43.95,4.3,-4,  4000 ml bagnbox ,"Chardonnay is the world's most popular white wine, known for its flavours of ripe pear, hazelnuts and vanilla. Smooth and light to medium-bodied, this wine has a hint of spicy oak, and a mellow, balanced finish. Serve with roast chicken, grilled vegetables or salads.",White Wine,12%,  Canada ,Peller Family Vineyards,7,Chardonnay,,61.0666922,-107.991707,3
 Matua Sauvignon Blanc Hawke's Bay,35.05,33.05,5,-5,  1500 ml bottle ,"Award-winning wine, crafted off the beaten path in Hawke's Bay. Brimming with lifted aromas and flavours of spice, grapefruit, smoke and herbs. The palate is fresh and clean with balanced acidity and notes of citrus and herbs on the finish. Try with light seafood and herbed fish dishes.",White Wine,12%," Hawke's Bay,   New Zealand ",Matua,4,Sauvignon Blanc,,-39.52565115,176.7611457,2
 Robert Oatley Signature Series Chardonnay,20.95,18.95,4.2,-5,  750 ml bottle ,"Complexity and elaborate, expressive flavours are benchmarks of Margaret River Chardonnay. This one is sophisticated and approachable, suggesting intense ripe yellow plum, hazelnuts and vanilla notes in a rich, perfectly balanced, deftly oaked frame. An excellent match for roast chicken, turkey burgers or grilled salmon.",White Wine,12.50%," Western Australia,   Australia ",Vintages Essentials,4,Chardonnay,"  April†1,†2021  ",-25.2303005,121.0187246,2
 Jackson-Triggs Rose,20.95,18.95,4.2,-5,  1500 ml bottle ,"Medium pink colour; plum jam and strawberry-cherry aromas; medium sweet, with sweet fruit flavours, with soft acidity.",Rose Wine,11.50%,  Canada ,Jackson-Triggs,22,Rose,,61.0666922,-107.991707,2
 Jackson-Triggs Proprietor's Selection Light Pinot Grigio,11.95,10.95,4.9,-9,  750 ml bottle ,"Lower-alcohol wines are here! From Canada's most-awarded winery, this light pinot grigio is lower in alcohol, and bursting with aromas of nuts, melon and fresh fig, with soft mushroom and fresh bread notes. Serve well-chilled with fresh pasta or grilled seafood.",White Wine,8%,  Canada ,Jackson-Triggs,16,Pinot Grigio,,61.0666922,-107.991707,1
 Henry of Pelham Riesling VQA,15.95,13.95,5,-1,  750 ml bottle ,"This lovely riesling from the Speck family has the potential for aging. The pale straw colour is followed by a bouquet of grapefruit and juniper with mineral and floral notes. On the palate, it's medium-plus bodied with a light spritz and dry, all balanced by moderate acidity and fruit intensity of citrus flavours.",White Wine,10.50%," Ontario,   Canada ",Henry of Pelham,18,Riesling,,50.000678,-86.000977,2
 Tawse Quarry Road Organic Riesling,24.95,21.95,5,-2,  750 ml bottle ,"Floral, with lime, lemon, nectarine and mineral notes. Complex and pure, with excellent weight and texture. A precise, exquisite Ontario Riesling. Great with spicy Asian foods.",White Wine,10.50%," Ontario,   Canada ",Tawse,25,Riesling,"  April†1,†2022  ",50.000678,-86.000977,3
 Open Riesling Gewaºrztraminer VQA,13.95,12.95,4.4,-7,  750 ml bottle ,"Clear, pale straw colour; floral, peach and ripe pear; dry, with these plus herb and melon flavours with fresh citrus finish.",White Wine,11.10%," Ontario,   Canada ",Open,22,Blend,,50.000678,-86.000977,1
 Rosie Sparkling Rose,17,15.5,5,-1,  750 ml bottle ,"Rosie is produced using Glera grapes which results in aromatic notes of ripe strawberry and crisp apple.  A fresh and vibrant sparkling ros√© with flavours of watermelon and wild strawberries. Crisp and refreshing, Rosie pairs perfectly with summer fruit salads and cheese charcuterie. Serve chilled.",Rose Wine,11.50%," South Australia,   Australia ",,16,Sparkling Rose,,-30.5343665,135.6301212,1.5
 Rosehall Run Pinot Noir VQA,21.95,19.95,3.5,-6,  750 ml bottle ,"Medium ruby red colour; aromas of dark berries, toast, earth and spice, nuts and coffee; extra dry, medium bodied, easy drinking, flavours of dark berries and fruit and toast, with spice and nuts notes.",Red Wine,12.50%," Ontario,   Canada ",Rosehall Run Vineyard,2,Pinot Noir,,50.000678,-86.000977,2
 Red House Wine Co. Cabernet Merlot VQA,14.95,12.95,4,-1,  750 ml bottle ,"A Cabernet Sauvignon, Merlot blend from Niagara-sourced fruit and wood aged for six months. Plenty of strawberries and raspberry fruit flavours with hints of vanilla, medium-bodied. Silky tannins follow through to a lengthy finish. Perfect with grilled meats or try with gourmet portobello mushroom burgers.",Red Wine,13.20%," Ontario,   Canada ",House Wine Co. Wines,14,Cabernet Sauvignon/Merlot,,50.000678,-86.000977,2
 Reif Estate Riesling VQA,14.75,12.75,N/A,0,  750 ml bottle ,"Pale straw colour; aromas and flavours of ripe pear, floral note, biscuit, golden raisins and pine nuts; dry, medium-bodied with medium finish.",White Wine,12%," Ontario,   Canada ",Reif Estate Winery,15,Riesling,,50.000678,-86.000977,2
 White House Wine Co. Riesling Pinot Grigio VQA,14.95,12.95,4.7,-3,  750 ml bottle ,"Pale lemon colour; delicate pear, tobacco, fig, herbal and nutmeg aromas; dry, medium body with fresh pear, tobacco and fig flavours.",White Wine,12%," Ontario,   Canada ",House Wine Co.,16,Blend,,50.000678,-86.000977,2
 Taylor Fladgate 10-Year-Old Tawny Port,37.95,31.95,5,-3,  750 ml bottle ,"One of the world's most versatile dessert wines, Port was made for mellow winter evenings. This one would pair perfectly with a platter of walnuts, dark chocolate, dried cherries and figs. A scrumptious gift.",Port,20%," Douro,   Portugal ",Taylor Fladgate,107,Port,"  April†1,†2021  ",41.17004195,-7.304749812,6
 Jackson-Triggs Pinot Grigio,20.95,18.95,4.3,-11,  1500 ml bottle ,"From an award-winning winery comes this light and lively pinot grigio, offered in a range of sizes for all occasions. Pouring a pale lemon colour, look for aromas and flavours of lifted, fresh cantaloupe, ginger and spice. Moderate acidity makes this fresh, it is extra-dry on that palate with a clean finish.",White Wine,12.10%,  Canada ,Jackson-Triggs,7,Pinot Grigio,,61.0666922,-107.991707,2
 Wayne Gretzky Cabernet Merlot VQA,47.95,44.95,3.7,-6,  3000 ml bagnbox ,"This bold and fruit forward expression of cabernet merlot blend shows its versatility. The ruby red colour is filled with an aromatic bouquet of cedar, black currant and chocolate with the notes of toast and nuts. These same flavours are reflected on the palate and supported by soft medium tannins and a dry finish.",Red Wine,12%," Ontario,   Canada ",Wayne Gretzky,5,Cabernet/Merlot,,50.000678,-86.000977,3
 G. Marquis The Silver Line Pinot Noir,19.95,17.95,4.2,-6,  750 ml bottle ,"The G. Marquis vineyard in Niagara-on-the-Lake is home to carefully tended Pinot vines that were planted in 1994. This wine offers complex notes of dark fruit, chocolate, floral notes, earth and black olive. Elegant and structured, it's a good match for mushroom risotto.",Red Wine,12.50%," Ontario,   Canada ",G. Marquis,3,Pinot Noir,"  April†1,†2022  ",50.000678,-86.000977,2
 Jackson-Triggs Shiraz,49.95,46.95,5,-1,  4000 ml bagnbox ,"Deep brick red colour; Rich, upfront plummy, blood orange and blackberry fruit aromas and flavours with notes of chocolate, earth and spice; extra dry, medium-bodied with moderate tannins.",Red Wine,13%,  Canada ,Jackson-Triggs,14,Shiraz/Syrah,,61.0666922,-107.991707,3
 20 Bees Cabernet Merlot VQA,13.95,12.45,3.5,-8,  750 ml bottle ,"Bees are hardworking, unselfish and in tune with their environment - all qualities that would also describe Ontario winegrowers! Enjoy lifted aromas and flavours of cedar, bell pepper and black plum with herbal, leafy notes. Serve with grilled meats or a selection of local cheeses.",Red Wine,12.20%," Ontario,   Canada ",20 Bees,5,Cabernet/Merlot,,50.000678,-86.000977,1.5
 LVE John Legend Signature Series Cabernet Sauvignon 2019,34.95,31.95,N/A,0,  750 ml bottle ,"'LVE' stands for Legend Vineyard Exclusive and is the result of a collaboration between award-winning musician John Legend and award-winning vintner JC Boisset. This wine blends fruit from three North Coast vineyards - one each in Rutherford, St. Helena and Yountville - and spent 18 months in French oak. Expect a complex chorus of dark fruit, smoke and spices.",Red Wine,14.50%," California,   United States ",,5,Cabernet Sauvignon,"  February†18,†2023  ",36.7014631,-118.755997,3
 Grow Wild Enchanting White VQA,15.95,13.95,5,-4,  750 ml bottle ,"A spellbinding white blend will have you dreaming of an orchard, blooming with apple and pear blossoms. This wine has aromatic notes of ripe pear, tart apple, and hints of elderflower. The nose provides the suggestion of sweetness, but the finish is crisp and dry. Pair with smashed avocado toast, or hummus and pita.",White Wine,11.50%," Ontario,   Canada ",Grow Wild,5,White Blend,,50.000678,-86.000977,2
 Ghost Pines Winemaker's Blend Merlot,22.95,20.95,4.2,-5,  750 ml bottle ,"Ghost Pines looks beyond regional boundaries to find the best grapes available throughout California for their wines. This one comes from prime sites in Sonoma, Lake and Napa counties and brings a whack of ripe and rich dark fruit with notes of prune, chocolate, herbs and toast, with floral hints. This velvety, lush wine will be a great option for Merlot's classic pairing of lamb, but try it with shepherd's pie, duck, or roasted pork loin.",Red Wine,14.50%," California,   United States ",Ghost Pines,4,Merlot,"  April†1,†2021  ",36.7014631,-118.755997,2
 Peller Family Vineyards Shiraz,18.95,16.95,3,-2,  1500 ml bottle ,"Soft and generous with upfront black plum and licorice flavours supported by a hint of coffee beans on the finish. Shiraz is a great choice for entertaining; serve with barbecued ribs, smoked brisket, burgers with cheese and mushrooms or a charcuterie platter.",Red Wine,13.10%,  Canada ,Peller Family Vineyards,6,Shiraz/Syrah,,61.0666922,-107.991707,2
 Megalomaniac Much Obliged White VQA,15.95,14.95,5,-1,  750 ml bottle ,"A fresh, elegant, unoaked Ontario chardonnay that honours our brave healthcare workers. A portion of proceeds from each bottle sold is donated to first responders and healthcare charities. The wine shows aroma and flavours of peach, apricot and citrus with notes of white flower. Perfect with seafood salad or grilled salmon.",White Wine,13%,  Canada ,Megalomaniac,9,Chardonnay,,61.0666922,-107.991707,1
 Wayne Gretzky Chardonnay VQA,16.95,14.95,4.7,-3,  750 ml bottle ,"Clear, medium lemon yellow. Aromas of green apple, citrus and mineral are combined with a rich mouthfeel showing crisp green apple flavours, finishing with a lingering citrus note.",White Wine,12.70%," Ontario,   Canada ",Wayne Gretzky,6,Chardonnay,,50.000678,-86.000977,2
 Yellow Tail Cabernet Sauvignon,25.95,23.95,3,-3,  1500 ml bottle ,"Deep purple with intense aromas of prune and candy/vanilla. The palate is rich with confectionary black fruit, black olive and wood spice. The finish is rich and mellow.",Red Wine,13.50%,  Australia ,Yellow Tail,10,Cabernet Sauvignon,,-24.7761086,134.755,2
 Honest Lot Sauvignon Blanc,13.95,12.95,3.8,-4,  750 ml bottle ,"Sauvignon blanc produces an aromatic and flavourful wine. This lovely, dry example is bursting with bright citrus aromas and flavours of grapefruit, along with herbaceous and smoky notes. Serve alongside baked goat cheese salad, roasted vegetable quiche or a bowl of steamed mussels.",White Wine,12%,  Canada ,Honest Lot,2,Sauvignon Blanc,,61.0666922,-107.991707,1
 Wakefield Promised Land Shiraz,17.05,15.05,4.3,-6,  750 ml bottle ,"The Wakefield Promised Land series of wines were created for immediate enjoyment; the shiraz is soft and fruity with upfront aromas of nutmeg, plum, herbs and vanilla. The palate is dry with moderate acid, medium tannins and a medium weight body; look for flavours of spice, dark plum and vanilla on a medium finish.",Red Wine,14%," South Australia,   Australia ",Wakefield,5,Shiraz/Syrah,,-30.5343665,135.6301212,2
 Joliesse Chardonnay,16.95,14.95,N/A,0,  750 ml bottle ,"This Californian Chardonnay is lightly oaked with peachy tropical flavours. Tropical citrus aromas are followed by ripe melon pear flavours, with a hint of minerality and a smooth finish. Perfect with crab salad, Thai shrimp salad or orange cashew chicken.",White Wine,14%," California,   United States ",,5,Chardonnay,,36.7014631,-118.755997,2
 Wayne Gretzky Cabernet Merlot VQA,16.95,14.95,3.8,-4,  750 ml bottle ,"This bold and fruit forward expression of cabernet merlot blend shows its versatility. The ruby red colour is filled with an aromatic bouquet of cedar, black currant and chocolate with the notes of toast and nuts. These same flavours are reflected on the palate and supported by soft medium tannins and a dry finish.",Red Wine,12.50%," Ontario,   Canada ",Wayne Gretzky,5,Cabernet/Merlot,,50.000678,-86.000977,2
 Girls' Night Out White Sangria,10.95,9.95,3.6,-8,  750 ml bottle ,"This ready to serve sangria will be a lively addition to any girls' night in. Sure to quench your thirst with aromas and flavours of citrus, berry and tropical fruit - mango, pineapple with a hint of peach. Enjoy with fruit based desserts and good friends.","Flavoured Wine	",6.80%,  Canada ,Girls' Night Out,67,,,61.0666922,-107.991707,1
